Year,Sex,Age Group,Population Category/Ethnic,Population ('000)
2001,Male,00-04,Total Malaysian citizens,1378.5
2001,Male,05-09,Total Malaysian citizens,1331.5
2001,Male,10-14,Total Malaysian citizens,1268.9
2001,Male,15-19,Total Malaysian citizens,1169.6
2001,Male,20-24,Total Malaysian citizens,969.4
2001,Male,25-29,Total Malaysian citizens,844.9
2001,Male,30-34,Total Malaysian citizens,823.9
2001,Male,35-39,Total Malaysian citizens,776.4
2001,Male,40-44,Total Malaysian citizens,708.2
2001,Male,45-49,Total Malaysian citizens,612.3
2001,Male,50-54,Total Malaysian citizens,465.3
2001,Male,55-59,Total Malaysian citizens,345.4
2001,Male,60-64,Total Malaysian citizens,261.5
2001,Male,65-69,Total Malaysian citizens,184.3
2001,Male,70-74,Total Malaysian citizens,127
2001,Male,75-79,Total Malaysian citizens,68.3
2001,Male,80+,Total Malaysian citizens,62.7
2001,Male,Total,Total Malaysian citizens,11397.9
2001,Female,00-04,Total Malaysian citizens,1302.7
2001,Female,05-09,Total Malaysian citizens,1252.3
2001,Female,10-14,Total Malaysian citizens,1214.2
2001,Female,15-19,Total Malaysian citizens,1133.9
2001,Female,20-24,Total Malaysian citizens,961.2
2001,Female,25-29,Total Malaysian citizens,853.4
2001,Female,30-34,Total Malaysian citizens,833.6
2001,Female,35-39,Total Malaysian citizens,775.6
2001,Female,40-44,Total Malaysian citizens,688
2001,Female,45-49,Total Malaysian citizens,583
2001,Female,50-54,Total Malaysian citizens,435.5
2001,Female,55-59,Total Malaysian citizens,321.5
2001,Female,60-64,Total Malaysian citizens,263.1
2001,Female,65-69,Total Malaysian citizens,199.3
2001,Female,70-74,Total Malaysian citizens,141.6
2001,Female,75-79,Total Malaysian citizens,79.6
2001,Female,80+,Total Malaysian citizens,86
2001,Female,Total,Total Malaysian citizens,11124.5
2002,Total,00-04,Total Malaysian citizens,2640
2002,Total,05-09,Total Malaysian citizens,2608.1
2002,Total,10-14,Total Malaysian citizens,2511.5
2002,Total,15-19,Total Malaysian citizens,2355.8
2002,Total,20-24,Total Malaysian citizens,2009.7
2002,Total,25-29,Total Malaysian citizens,1726.5
2002,Total,30-34,Total Malaysian citizens,1660.3
2002,Total,35-39,Total Malaysian citizens,1580.5
2002,Total,40-44,Total Malaysian citizens,1427.6
2002,Total,45-49,Total Malaysian citizens,1231.9
2002,Total,50-54,Total Malaysian citizens,956.8
2002,Total,55-59,Total Malaysian citizens,697.8
2002,Total,60-64,Total Malaysian citizens,540.4
2002,Total,65-69,Total Malaysian citizens,401.4
2002,Total,70-74,Total Malaysian citizens,277.6
2002,Total,75-79,Total Malaysian citizens,161.3
2002,Total,80+,Total Malaysian citizens,154.8
2002,Total,Total,Total Malaysian citizens,22942.1
2002,Male,00-04,Total Malaysian citizens,1357
2002,Male,05-09,Total Malaysian citizens,1342.9
2002,Male,10-14,Total Malaysian citizens,1283.9
2002,Male,15-19,Total Malaysian citizens,1196.1
2002,Male,20-24,Total Malaysian citizens,1013.2
2002,Male,25-29,Total Malaysian citizens,862.2
2002,Male,30-34,Total Malaysian citizens,825.3
2002,Male,35-39,Total Malaysian citizens,790.7
2002,Male,40-44,Total Malaysian citizens,723.3
2002,Male,45-49,Total Malaysian citizens,630.2
2002,Male,50-54,Total Malaysian citizens,492.8
2002,Male,55-59,Total Malaysian citizens,360.9
2002,Male,60-64,Total Malaysian citizens,271.9
2002,Male,65-69,Total Malaysian citizens,193.7
2002,Male,70-74,Total Malaysian citizens,130.7
2002,Male,75-79,Total Malaysian citizens,74.5
2002,Male,80+,Total Malaysian citizens,65.6
2002,Male,Total,Total Malaysian citizens,11615
2002,Female,00-04,Total Malaysian citizens,1283
2002,Female,05-09,Total Malaysian citizens,1265.1
2002,Female,10-14,Total Malaysian citizens,1227.7
2002,Female,15-19,Total Malaysian citizens,1159.7
2002,Female,20-24,Total Malaysian citizens,996.4
2002,Female,25-29,Total Malaysian citizens,864.3
2002,Female,30-34,Total Malaysian citizens,835
2002,Female,35-39,Total Malaysian citizens,789.8
2002,Female,40-44,Total Malaysian citizens,704.3
2002,Female,45-49,Total Malaysian citizens,601.7
2002,Female,50-54,Total Malaysian citizens,464
2002,Female,55-59,Total Malaysian citizens,336.9
2002,Female,60-64,Total Malaysian citizens,268.5
2002,Female,65-69,Total Malaysian citizens,207.7
2002,Female,70-74,Total Malaysian citizens,146.9
2002,Female,75-79,Total Malaysian citizens,86.8
2002,Female,80+,Total Malaysian citizens,89.2
2002,Female,Total,Total Malaysian citizens,11327.2
2003,Total,00-04,Total Malaysian citizens,2585
2003,Total,05-09,Total Malaysian citizens,2627.6
2003,Total,10-14,Total Malaysian citizens,2541.5
2003,Total,15-19,Total Malaysian citizens,2396.7
2003,Total,20-24,Total Malaysian citizens,2098
2003,Total,25-29,Total Malaysian citizens,1759.8
2003,Total,30-34,Total Malaysian citizens,1664.4
2003,Total,35-39,Total Malaysian citizens,1605.8
2003,Total,40-44,Total Malaysian citizens,1459.1
2003,Total,45-49,Total Malaysian citizens,1267.3
2003,Total,50-54,Total Malaysian citizens,1009.7
2003,Total,55-59,Total Malaysian citizens,736.5
2003,Total,60-64,Total Malaysian citizens,554.1
2003,Total,65-69,Total Malaysian citizens,422.5
2003,Total,70-74,Total Malaysian citizens,284.4
2003,Total,75-79,Total Malaysian citizens,176
2003,Total,80+,Total Malaysian citizens,159.6
2003,Total,Total,Total Malaysian citizens,23347.9
2003,Male,00-04,Total Malaysian citizens,1329.2
2003,Male,05-09,Total Malaysian citizens,1351.5
2003,Male,10-14,Total Malaysian citizens,1299.9
2003,Male,15-19,Total Malaysian citizens,1215.8
2003,Male,20-24,Total Malaysian citizens,1060.5
2003,Male,25-29,Total Malaysian citizens,882.7
2003,Male,30-34,Total Malaysian citizens,828.4
2003,Male,35-39,Total Malaysian citizens,802.4
2003,Male,40-44,Total Malaysian citizens,739.2
2003,Male,45-49,Total Malaysian citizens,647.5
2003,Male,50-54,Total Malaysian citizens,518.9
2003,Male,55-59,Total Malaysian citizens,379.8
2003,Male,60-64,Total Malaysian citizens,281.1
2003,Male,65-69,Total Malaysian citizens,205
2003,Male,70-74,Total Malaysian citizens,133.7
2003,Male,75-79,Total Malaysian citizens,81
2003,Male,80+,Total Malaysian citizens,68
2003,Male,Total,Total Malaysian citizens,11824.7
2003,Female,00-04,Total Malaysian citizens,1255.8
2003,Female,05-09,Total Malaysian citizens,1276.1
2003,Female,10-14,Total Malaysian citizens,1241.6
2003,Female,15-19,Total Malaysian citizens,1180.9
2003,Female,20-24,Total Malaysian citizens,1037.5
2003,Female,25-29,Total Malaysian citizens,877.1
2003,Female,30-34,Total Malaysian citizens,836
2003,Female,35-39,Total Malaysian citizens,803.4
2003,Female,40-44,Total Malaysian citizens,719.8
2003,Female,45-49,Total Malaysian citizens,619.8
2003,Female,50-54,Total Malaysian citizens,490.8
2003,Female,55-59,Total Malaysian citizens,356.7
2003,Female,60-64,Total Malaysian citizens,273
2003,Female,65-69,Total Malaysian citizens,217.5
2003,Female,70-74,Total Malaysian citizens,150.7
2003,Female,75-79,Total Malaysian citizens,95
2003,Female,80+,Total Malaysian citizens,91.6
2003,Female,Total,Total Malaysian citizens,11523.3
2004,Total,00-04,Total Malaysian citizens,2538.9
2004,Total,05-09,Total Malaysian citizens,2641.5
2004,Total,10-14,Total Malaysian citizens,2571.8
2004,Total,15-19,Total Malaysian citizens,2431.1
2004,Total,20-24,Total Malaysian citizens,2185
2004,Total,25-29,Total Malaysian citizens,1801.3
2004,Total,30-34,Total Malaysian citizens,1674.2
2004,Total,35-39,Total Malaysian citizens,1625.2
2004,Total,40-44,Total Malaysian citizens,1490
2004,Total,45-49,Total Malaysian citizens,1303.5
2004,Total,50-54,Total Malaysian citizens,1056.4
2004,Total,55-59,Total Malaysian citizens,781.8
2004,Total,60-64,Total Malaysian citizens,569
2004,Total,65-69,Total Malaysian citizens,443.4
2004,Total,70-74,Total Malaysian citizens,291.8
2004,Total,75-79,Total Malaysian citizens,189
2004,Total,80+,Total Malaysian citizens,165.3
2004,Total,Total,Total Malaysian citizens,23759.3
2004,Male,00-04,Total Malaysian citizens,1302.5
2004,Male,05-09,Total Malaysian citizens,1357
2004,Male,10-14,Total Malaysian citizens,1316.1
2004,Male,15-19,Total Malaysian citizens,1231.9
2004,Male,20-24,Total Malaysian citizens,1105.6
2004,Male,25-29,Total Malaysian citizens,907.6
2004,Male,30-34,Total Malaysian citizens,835.5
2004,Male,35-39,Total Malaysian citizens,810.5
2004,Male,40-44,Total Malaysian citizens,755.4
2004,Male,45-49,Total Malaysian citizens,665.1
2004,Male,50-54,Total Malaysian citizens,542.1
2004,Male,55-59,Total Malaysian citizens,401.7
2004,Male,60-64,Total Malaysian citizens,290.2
2004,Male,65-69,Total Malaysian citizens,216.7
2004,Male,70-74,Total Malaysian citizens,137.4
2004,Male,75-79,Total Malaysian citizens,86.6
2004,Male,80+,Total Malaysian citizens,70.7
2004,Male,Total,Total Malaysian citizens,12032.7
2004,Female,00-04,Total Malaysian citizens,1236.4
2004,Female,05-09,Total Malaysian citizens,1284.5
2004,Female,10-14,Total Malaysian citizens,1255.8
2004,Female,15-19,Total Malaysian citizens,1199.1
2004,Female,20-24,Total Malaysian citizens,1079.3
2004,Female,25-29,Total Malaysian citizens,893.7
2004,Female,30-34,Total Malaysian citizens,838.7
2004,Female,35-39,Total Malaysian citizens,814.7
2004,Female,40-44,Total Malaysian citizens,734.5
2004,Female,45-49,Total Malaysian citizens,638.4
2004,Female,50-54,Total Malaysian citizens,514.4
2004,Female,55-59,Total Malaysian citizens,380
2004,Female,60-64,Total Malaysian citizens,278.7
2004,Female,65-69,Total Malaysian citizens,226.7
2004,Female,70-74,Total Malaysian citizens,154.4
2004,Female,75-79,Total Malaysian citizens,102.4
2004,Female,80+,Total Malaysian citizens,94.6
2004,Female,Total,Total Malaysian citizens,11726.6
2005,Total,00-04,Total Malaysian citizens,2495.9
2005,Total,05-09,Total Malaysian citizens,2650.1
2005,Total,10-14,Total Malaysian citizens,2599
2005,Total,15-19,Total Malaysian citizens,2464.6
2005,Total,20-24,Total Malaysian citizens,2261.4
2005,Total,25-29,Total Malaysian citizens,1855.2
2005,Total,30-34,Total Malaysian citizens,1691
2005,Total,35-39,Total Malaysian citizens,1639.1
2005,Total,40-44,Total Malaysian citizens,1519.8
2005,Total,45-49,Total Malaysian citizens,1340.6
2005,Total,50-54,Total Malaysian citizens,1098.3
2005,Total,55-59,Total Malaysian citizens,830.2
2005,Total,60-64,Total Malaysian citizens,589.6
2005,Total,65-69,Total Malaysian citizens,460.8
2005,Total,70-74,Total Malaysian citizens,303.6
2005,Total,75-79,Total Malaysian citizens,199.4
2005,Total,80+,Total Malaysian citizens,173
2005,Total,Total,Total Malaysian citizens,24171.6
2005,Male,00-04,Total Malaysian citizens,1281.4
2005,Male,05-09,Total Malaysian citizens,1359.6
2005,Male,10-14,Total Malaysian citizens,1330.4
2005,Male,15-19,Total Malaysian citizens,1248
2005,Male,20-24,Total Malaysian citizens,1144.1
2005,Male,25-29,Total Malaysian citizens,938.4
2005,Male,30-34,Total Malaysian citizens,847
2005,Male,35-39,Total Malaysian citizens,816
2005,Male,40-44,Total Malaysian citizens,770.9
2005,Male,45-49,Total Malaysian citizens,683.5
2005,Male,50-54,Total Malaysian citizens,562.9
2005,Male,55-59,Total Malaysian citizens,425.3
2005,Male,60-64,Total Malaysian citizens,301.2
2005,Male,65-69,Total Malaysian citizens,226.8
2005,Male,70-74,Total Malaysian citizens,143.7
2005,Male,75-79,Total Malaysian citizens,91
2005,Male,80+,Total Malaysian citizens,74.3
2005,Male,Total,Total Malaysian citizens,12244.7
2005,Female,00-04,Total Malaysian citizens,1214.4
2005,Female,05-09,Total Malaysian citizens,1290.5
2005,Female,10-14,Total Malaysian citizens,1268.7
2005,Female,15-19,Total Malaysian citizens,1216.5
2005,Female,20-24,Total Malaysian citizens,1117.3
2005,Female,25-29,Total Malaysian citizens,916.8
2005,Female,30-34,Total Malaysian citizens,844
2005,Female,35-39,Total Malaysian citizens,823.1
2005,Female,40-44,Total Malaysian citizens,748.9
2005,Female,45-49,Total Malaysian citizens,657.1
2005,Female,50-54,Total Malaysian citizens,535.4
2005,Female,55-59,Total Malaysian citizens,404.8
2005,Female,60-64,Total Malaysian citizens,288.3
2005,Female,65-69,Total Malaysian citizens,234
2005,Female,70-74,Total Malaysian citizens,159.8
2005,Female,75-79,Total Malaysian citizens,108.4
2005,Female,80+,Total Malaysian citizens,98.7
2005,Female,Total,Total Malaysian citizens,11926.9
2006,Total,00-04,Total Malaysian citizens,2465.7
2006,Total,05-09,Total Malaysian citizens,2644.6
2006,Total,10-14,Total Malaysian citizens,2620.1
2006,Total,15-19,Total Malaysian citizens,2498.7
2006,Total,20-24,Total Malaysian citizens,2325.6
2006,Total,25-29,Total Malaysian citizens,1923.5
2006,Total,30-34,Total Malaysian citizens,1711.7
2006,Total,35-39,Total Malaysian citizens,1649.6
2006,Total,40-44,Total Malaysian citizens,1547.5
2006,Total,45-49,Total Malaysian citizens,1377.5
2006,Total,50-54,Total Malaysian citizens,1138
2006,Total,55-59,Total Malaysian citizens,878.4
2006,Total,60-64,Total Malaysian citizens,617.8
2006,Total,65-69,Total Malaysian citizens,476.8
2006,Total,70-74,Total Malaysian citizens,318.1
2006,Total,75-79,Total Malaysian citizens,207
2006,Total,80+,Total Malaysian citizens,184.2
2006,Total,Total,Total Malaysian citizens,24584.9
2006,Male,00-04,Total Malaysian citizens,1265.8
2006,Male,05-09,Total Malaysian citizens,1356.5
2006,Male,10-14,Total Malaysian citizens,1341.3
2006,Male,15-19,Total Malaysian citizens,1265
2006,Male,20-24,Total Malaysian citizens,1175.3
2006,Male,25-29,Total Malaysian citizens,975.5
2006,Male,30-34,Total Malaysian citizens,861.2
2006,Male,35-39,Total Malaysian citizens,820.7
2006,Male,40-44,Total Malaysian citizens,784.3
2006,Male,45-49,Total Malaysian citizens,702.6
2006,Male,50-54,Total Malaysian citizens,582.7
2006,Male,55-59,Total Malaysian citizens,449.1
2006,Male,60-64,Total Malaysian citizens,315.5
2006,Male,65-69,Total Malaysian citizens,236.2
2006,Male,70-74,Total Malaysian citizens,151.6
2006,Male,75-79,Total Malaysian citizens,94.4
2006,Male,80+,Total Malaysian citizens,79.1
2006,Male,Total,Total Malaysian citizens,12456.7
2006,Female,00-04,Total Malaysian citizens,1199.9
2006,Female,05-09,Total Malaysian citizens,1288.1
2006,Female,10-14,Total Malaysian citizens,1278.9
2006,Female,15-19,Total Malaysian citizens,1233.7
2006,Female,20-24,Total Malaysian citizens,1150.3
2006,Female,25-29,Total Malaysian citizens,947.9
2006,Female,30-34,Total Malaysian citizens,850.6
2006,Female,35-39,Total Malaysian citizens,828.9
2006,Female,40-44,Total Malaysian citizens,763.3
2006,Female,45-49,Total Malaysian citizens,674.9
2006,Female,50-54,Total Malaysian citizens,555.3
2006,Female,55-59,Total Malaysian citizens,429.3
2006,Female,60-64,Total Malaysian citizens,302.3
2006,Female,65-69,Total Malaysian citizens,240.5
2006,Female,70-74,Total Malaysian citizens,166.5
2006,Female,75-79,Total Malaysian citizens,112.6
2006,Female,80+,Total Malaysian citizens,105.1
2006,Female,Total,Total Malaysian citizens,12128.2
2007,Total,00-04,Total Malaysian citizens,2454.6
2007,Total,05-09,Total Malaysian citizens,2628.5
2007,Total,10-14,Total Malaysian citizens,2631.6
2007,Total,15-19,Total Malaysian citizens,2536.4
2007,Total,20-24,Total Malaysian citizens,2373.9
2007,Total,25-29,Total Malaysian citizens,2010.4
2007,Total,30-34,Total Malaysian citizens,1733.2
2007,Total,35-39,Total Malaysian citizens,1659.5
2007,Total,40-44,Total Malaysian citizens,1572.9
2007,Total,45-49,Total Malaysian citizens,1413.6
2007,Total,50-54,Total Malaysian citizens,1178.2
2007,Total,55-59,Total Malaysian citizens,922.6
2007,Total,60-64,Total Malaysian citizens,655.9
2007,Total,65-69,Total Malaysian citizens,487
2007,Total,70-74,Total Malaysian citizens,338.3
2007,Total,75-79,Total Malaysian citizens,210.5
2007,Total,80+,Total Malaysian citizens,196.1
2007,Total,Total,Total Malaysian citizens,25003.2
2007,Male,00-04,Total Malaysian citizens,1259.6
2007,Male,05-09,Total Malaysian citizens,1348.5
2007,Male,10-14,Total Malaysian citizens,1346.9
2007,Male,15-19,Total Malaysian citizens,1284.7
2007,Male,20-24,Total Malaysian citizens,1197.3
2007,Male,25-29,Total Malaysian citizens,1020.7
2007,Male,30-34,Total Malaysian citizens,876.4
2007,Male,35-39,Total Malaysian citizens,826.8
2007,Male,40-44,Total Malaysian citizens,794.6
2007,Male,45-49,Total Malaysian citizens,722.5
2007,Male,50-54,Total Malaysian citizens,602.4
2007,Male,55-59,Total Malaysian citizens,471.2
2007,Male,60-64,Total Malaysian citizens,334
2007,Male,65-69,Total Malaysian citizens,242.8
2007,Male,70-74,Total Malaysian citizens,162.4
2007,Male,75-79,Total Malaysian citizens,96
2007,Male,80+,Total Malaysian citizens,84.4
2007,Male,Total,Total Malaysian citizens,12671.2
2007,Female,00-04,Total Malaysian citizens,1194.9
2007,Female,05-09,Total Malaysian citizens,1280
2007,Female,10-14,Total Malaysian citizens,1284.7
2007,Female,15-19,Total Malaysian citizens,1251.7
2007,Female,20-24,Total Malaysian citizens,1176.6
2007,Female,25-29,Total Malaysian citizens,989.7
2007,Female,30-34,Total Malaysian citizens,856.8
2007,Female,35-39,Total Malaysian citizens,832.7
2007,Female,40-44,Total Malaysian citizens,778.3
2007,Female,45-49,Total Malaysian citizens,691.1
2007,Female,50-54,Total Malaysian citizens,575.7
2007,Female,55-59,Total Malaysian citizens,451.4
2007,Female,60-64,Total Malaysian citizens,321.9
2007,Female,65-69,Total Malaysian citizens,244.2
2007,Female,70-74,Total Malaysian citizens,175.9
2007,Female,75-79,Total Malaysian citizens,114.5
2007,Female,80+,Total Malaysian citizens,111.7
2007,Female,Total,Total Malaysian citizens,12331.9
2008,Total,00-04,Total Malaysian citizens,2453.6
2008,Total,05-09,Total Malaysian citizens,2611.2
2008,Total,10-14,Total Malaysian citizens,2632
2008,Total,15-19,Total Malaysian citizens,2576.6
2008,Total,20-24,Total Malaysian citizens,2408.7
2008,Total,25-29,Total Malaysian citizens,2109.1
2008,Total,30-34,Total Malaysian citizens,1757.7
2008,Total,35-39,Total Malaysian citizens,1671.6
2008,Total,40-44,Total Malaysian citizens,1593.9
2008,Total,45-49,Total Malaysian citizens,1448.3
2008,Total,50-54,Total Malaysian citizens,1220.6
2008,Total,55-59,Total Malaysian citizens,960.8
2008,Total,60-64,Total Malaysian citizens,702.7
2008,Total,65-69,Total Malaysian citizens,493.7
2008,Total,70-74,Total Malaysian citizens,362.4
2008,Total,75-79,Total Malaysian citizens,211.9
2008,Total,80+,Total Malaysian citizens,208.1
2008,Total,Total,Total Malaysian citizens,25423
2008,Male,00-04,Total Malaysian citizens,1258.2
2008,Male,05-09,Total Malaysian citizens,1340.2
2008,Male,10-14,Total Malaysian citizens,1346.6
2008,Male,15-19,Total Malaysian citizens,1306.4
2008,Male,20-24,Total Malaysian citizens,1211.9
2008,Male,25-29,Total Malaysian citizens,1070
2008,Male,30-34,Total Malaysian citizens,893.4
2008,Male,35-39,Total Malaysian citizens,835.8
2008,Male,40-44,Total Malaysian citizens,801
2008,Male,45-49,Total Malaysian citizens,742.5
2008,Male,50-54,Total Malaysian citizens,623.3
2008,Male,55-59,Total Malaysian citizens,490.5
2008,Male,60-64,Total Malaysian citizens,356.4
2008,Male,65-69,Total Malaysian citizens,247.3
2008,Male,70-74,Total Malaysian citizens,175
2008,Male,75-79,Total Malaysian citizens,97.2
2008,Male,80+,Total Malaysian citizens,89.7
2008,Male,Total,Total Malaysian citizens,12885.4
2008,Female,00-04,Total Malaysian citizens,1195.4
2008,Female,05-09,Total Malaysian citizens,1271
2008,Female,10-14,Total Malaysian citizens,1285.4
2008,Female,15-19,Total Malaysian citizens,1270.2
2008,Female,20-24,Total Malaysian citizens,1196.8
2008,Female,25-29,Total Malaysian citizens,1039.1
2008,Female,30-34,Total Malaysian citizens,864.3
2008,Female,35-39,Total Malaysian citizens,835.8
2008,Female,40-44,Total Malaysian citizens,793
2008,Female,45-49,Total Malaysian citizens,705.7
2008,Female,50-54,Total Malaysian citizens,597.3
2008,Female,55-59,Total Malaysian citizens,470.3
2008,Female,60-64,Total Malaysian citizens,346.3
2008,Female,65-69,Total Malaysian citizens,246.5
2008,Female,70-74,Total Malaysian citizens,187.4
2008,Female,75-79,Total Malaysian citizens,114.7
2008,Female,80+,Total Malaysian citizens,118.4
2008,Female,Total,Total Malaysian citizens,12537.6
2009,Total,00-04,Total Malaysian citizens,2458
2009,Total,05-09,Total Malaysian citizens,2605.1
2009,Total,10-14,Total Malaysian citizens,2623.5
2009,Total,15-19,Total Malaysian citizens,2613.7
2009,Total,20-24,Total Malaysian citizens,2439.1
2009,Total,25-29,Total Malaysian citizens,2204.7
2009,Total,30-34,Total Malaysian citizens,1792.7
2009,Total,35-39,Total Malaysian citizens,1687.2
2009,Total,40-44,Total Malaysian citizens,1610.5
2009,Total,45-49,Total Malaysian citizens,1481
2009,Total,50-54,Total Malaysian citizens,1263.8
2009,Total,55-59,Total Malaysian citizens,994.9
2009,Total,60-64,Total Malaysian citizens,752.5
2009,Total,65-69,Total Malaysian citizens,503.3
2009,Total,70-74,Total Malaysian citizens,384
2009,Total,75-79,Total Malaysian citizens,216
2009,Total,80+,Total Malaysian citizens,218.4
2009,Total,Total,Total Malaysian citizens,25848.3
2009,Male,00-04,Total Malaysian citizens,1262.1
2009,Male,05-09,Total Malaysian citizens,1335.6
2009,Male,10-14,Total Malaysian citizens,1341.8
2009,Male,15-19,Total Malaysian citizens,1326.6
2009,Male,20-24,Total Malaysian citizens,1224.5
2009,Male,25-29,Total Malaysian citizens,1116.2
2009,Male,30-34,Total Malaysian citizens,915.2
2009,Male,35-39,Total Malaysian citizens,847.8
2009,Male,40-44,Total Malaysian citizens,804.9
2009,Male,45-49,Total Malaysian citizens,761.3
2009,Male,50-54,Total Malaysian citizens,644.8
2009,Male,55-59,Total Malaysian citizens,507.8
2009,Male,60-64,Total Malaysian citizens,380.3
2009,Male,65-69,Total Malaysian citizens,252.4
2009,Male,70-74,Total Malaysian citizens,186.7
2009,Male,75-79,Total Malaysian citizens,100.1
2009,Male,80+,Total Malaysian citizens,94.5
2009,Male,Total,Total Malaysian citizens,13102.5
2009,Female,00-04,Total Malaysian citizens,1195.9
2009,Female,05-09,Total Malaysian citizens,1269.4
2009,Female,10-14,Total Malaysian citizens,1281.7
2009,Female,15-19,Total Malaysian citizens,1287
2009,Female,20-24,Total Malaysian citizens,1214.6
2009,Female,25-29,Total Malaysian citizens,1088.5
2009,Female,30-34,Total Malaysian citizens,877.6
2009,Female,35-39,Total Malaysian citizens,839.4
2009,Female,40-44,Total Malaysian citizens,805.6
2009,Female,45-49,Total Malaysian citizens,719.7
2009,Female,50-54,Total Malaysian citizens,619
2009,Female,55-59,Total Malaysian citizens,487
2009,Female,60-64,Total Malaysian citizens,372.3
2009,Female,65-69,Total Malaysian citizens,250.9
2009,Female,70-74,Total Malaysian citizens,197.3
2009,Female,75-79,Total Malaysian citizens,115.9
2009,Female,80+,Total Malaysian citizens,124
2009,Female,Total,Total Malaysian citizens,12745.8
2010,Total,00-04,Total Malaysian citizens,2454.5
2010,Total,05-09,Total Malaysian citizens,2606.2
2010,Total,10-14,Total Malaysian citizens,2606.9
2010,Total,15-19,Total Malaysian citizens,2640
2010,Total,20-24,Total Malaysian citizens,2472.1
2010,Total,25-29,Total Malaysian citizens,2284.1
2010,Total,30-34,Total Malaysian citizens,1844
2010,Total,35-39,Total Malaysian citizens,1704.5
2010,Total,40-44,Total Malaysian citizens,1623.9
2010,Total,45-49,Total Malaysian citizens,1510.3
2010,Total,50-54,Total Malaysian citizens,1306
2010,Total,55-59,Total Malaysian citizens,1029.3
2010,Total,60-64,Total Malaysian citizens,799.2
2010,Total,65-69,Total Malaysian citizens,523
2010,Total,70-74,Total Malaysian citizens,399.3
2010,Total,75-79,Total Malaysian citizens,226.9
2010,Total,80+,Total Malaysian citizens,234
2010,Total,Total,Total Malaysian citizens,26264.1
2010,Male,00-04,Total Malaysian citizens,1260.3
2010,Male,05-09,Total Malaysian citizens,1336.4
2010,Male,10-14,Total Malaysian citizens,1333.5
2010,Male,15-19,Total Malaysian citizens,1341
2010,Male,20-24,Total Malaysian citizens,1239.2
2010,Male,25-29,Total Malaysian citizens,1153.2
2010,Male,30-34,Total Malaysian citizens,944
2010,Male,35-39,Total Malaysian citizens,861.3
2010,Male,40-44,Total Malaysian citizens,808.9
2010,Male,45-49,Total Malaysian citizens,776.6
2010,Male,50-54,Total Malaysian citizens,666.8
2010,Male,55-59,Total Malaysian citizens,525.3
2010,Male,60-64,Total Malaysian citizens,402.8
2010,Male,65-69,Total Malaysian citizens,262
2010,Male,70-74,Total Malaysian citizens,195
2010,Male,75-79,Total Malaysian citizens,106.5
2010,Male,80+,Total Malaysian citizens,101.3
2010,Male,Total,Total Malaysian citizens,13314.2
2010,Female,00-04,Total Malaysian citizens,1194.2
2010,Female,05-09,Total Malaysian citizens,1269.8
2010,Female,10-14,Total Malaysian citizens,1273.4
2010,Female,15-19,Total Malaysian citizens,1299
2010,Female,20-24,Total Malaysian citizens,1232.8
2010,Female,25-29,Total Malaysian citizens,1130.9
2010,Female,30-34,Total Malaysian citizens,900
2010,Female,35-39,Total Malaysian citizens,843.2
2010,Female,40-44,Total Malaysian citizens,815
2010,Female,45-49,Total Malaysian citizens,733.7
2010,Female,50-54,Total Malaysian citizens,639.1
2010,Female,55-59,Total Malaysian citizens,504
2010,Female,60-64,Total Malaysian citizens,396.4
2010,Female,65-69,Total Malaysian citizens,261
2010,Female,70-74,Total Malaysian citizens,204.3
2010,Female,75-79,Total Malaysian citizens,120.4
2010,Female,80+,Total Malaysian citizens,132.7
2010,Female,Total,Total Malaysian citizens,12949.9
2011,Total,00-04,Total Malaysian citizens,2434.2
2011,Total,05-09,Total Malaysian citizens,2564.6
2011,Total,10-14,Total Malaysian citizens,2616.9
2011,Total,15-19,Total Malaysian citizens,2646.6
2011,Total,20-24,Total Malaysian citizens,2505.8
2011,Total,25-29,Total Malaysian citizens,2342.5
2011,Total,30-34,Total Malaysian citizens,1913.9
2011,Total,35-39,Total Malaysian citizens,1716.3
2011,Total,40-44,Total Malaysian citizens,1636.3
2011,Total,45-49,Total Malaysian citizens,1534.2
2011,Total,50-54,Total Malaysian citizens,1346.9
2011,Total,55-59,Total Malaysian citizens,1072
2011,Total,60-64,Total Malaysian citizens,837.8
2011,Total,65-69,Total Malaysian citizens,554.9
2011,Total,70-74,Total Malaysian citizens,411.2
2011,Total,75-79,Total Malaysian citizens,240.8
2011,Total,80+,Total Malaysian citizens,242
2011,Total,Total,Total Malaysian citizens,26616.9
2011,Male,00-04,Total Malaysian citizens,1251.1
2011,Male,05-09,Total Malaysian citizens,1315.5
2011,Male,10-14,Total Malaysian citizens,1339.4
2011,Male,15-19,Total Malaysian citizens,1347.2
2011,Male,20-24,Total Malaysian citizens,1259
2011,Male,25-29,Total Malaysian citizens,1179.4
2011,Male,30-34,Total Malaysian citizens,977.7
2011,Male,35-39,Total Malaysian citizens,869.9
2011,Male,40-44,Total Malaysian citizens,813.2
2011,Male,45-49,Total Malaysian citizens,784.1
2011,Male,50-54,Total Malaysian citizens,687.8
2011,Male,55-59,Total Malaysian citizens,546
2011,Male,60-64,Total Malaysian citizens,421.7
2011,Male,65-69,Total Malaysian citizens,277.1
2011,Male,70-74,Total Malaysian citizens,200.6
2011,Male,75-79,Total Malaysian citizens,113.8
2011,Male,80+,Total Malaysian citizens,105.6
